_id,n,ax,ay,az,gx,gy,gz,counter,timestamp,label
663a1d52f5b946a2b5ee5cfe,1007,-0.389404,-0.352295,1.570801,4.526718,15.358779,-3.160305,573772,1715084624421,1
663a1d52f5b946a2b5ee5cff,1008,-0.341797,-0.396484,1.567383,-5.900764,12.862596,-7.160306,573773,1715084624426,1
663a1d52f5b946a2b5ee5d00,1009,-0.330078,-0.427246,1.516846,-17.923664,10.916031,-10.610687,573774,1715084624429,1
663a1d52f5b946a2b5ee5d01,1010,-0.271729,-0.421387,1.486572,-29.122137,8.824428,-16.328245,573775,1715084624432,1
663a1d52f5b946a2b5ee5d02,1011,-0.239014,-0.36084,1.441406,-35.916031,6.832061,-22.267176,573776,1715084624435,1
663a1d52f5b946a2b5ee5d03,1012,-0.22583,-0.320557,1.446045,-37.213741,3.931298,-29.160305,573777,1715084624438,1
663a1d52f5b946a2b5ee5d04,1013,-0.208252,-0.291748,1.438721,-36.824429,0.656489,-34.587788,573778,1715084624442,1
663a1d52f5b946a2b5ee5d05,1014,-0.197998,-0.321289,1.402344,-37.221375,-1.091603,-38.969467,573779,1715084624445,1
663a1d52f5b946a2b5ee5d06,1015,-0.141357,-0.324219,1.30542,-35.969467,-0.839695,-41.488548,573780,1715084624449,1
663a1d52f5b946a2b5ee5d07,1016,-0.13623,-0.351318,1.279053,-33.450382,-5.900764,-41.412212,573781,1715084624452,1
663a1d52f5b946a2b5ee5d08,1017,-0.176025,-0.365723,1.092285,-34.374046,-1.580153,-42.870228,573782,1715084624454,1
663a1d52f5b946a2b5ee5d09,1018,-0.092773,-0.372314,0.968018,-43.564884,3.10687,-41.717556,573783,1715084624457,1
663a1d52f5b946a2b5ee5d0a,1019,-0.03418,-0.394775,1.034912,-53.038166,2.015267,-39.030533,573784,1715084624459,1
663a1d52f5b946a2b5ee5d0b,1020,-0.053223,-0.337646,1.154541,-59.534351,-8.511451,-36.183205,573785,1715084624464,1
663a1d52f5b946a2b5ee5d0c,1021,-0.19751,-0.280029,1.134521,-58.893131,-18.442749,-34.435116,573786,1715084624467,1
663a1d52f5b946a2b5ee5d0d,1022,-0.236328,-0.23291,1.07959,-60.931297,-22.389313,-29.480917,573787,1715084624468,1
663a1d52f5b946a2b5ee5d0e,1023,-0.2146,-0.133301,0.974365,-57.70229,-32.526718,-20.32061,573788,1715084624469,1
663a1d52f5b946a2b5ee5d0f,1024,-0.218262,-0.083008,0.789063,-50.694656,-49.198475,-7.351145,573789,1715084624472,1
663a1d52f5b946a2b5ee5d10,1025,-0.16333,-0.052734,0.527832,-35.877861,-61.580154,0.938931,573790,1715084624478,1
663a1d52f5b946a2b5ee5d11,1026,-0.037598,0.001709,0.201416,-20.236641,-58.198475,4.229008,573791,1715084624481,1
663a1d52f5b946a2b5ee5d12,1027,0.009033,0.006104,0.091064,-9.664123,-46.259541,8.908397,573792,1715084624484,1
663a1d52f5b946a2b5ee5d13,1028,0.019775,0.007813,0.07959,1.053435,-35.213741,10.961832,573793,1715084624486,1
663a1d52f5b946a2b5ee5d14,1029,0.026367,-0.00708,0.076904,9.916031,-27.083969,11.229008,573794,1715084624489,1
663a1d52f5b946a2b5ee5d15,1030,0.033691,-0.011719,0.063965,15.007633,-22.816793,11.022901,573795,1715084624491,1
663a1d52f5b946a2b5ee5d16,1031,0.033691,0.000244,0.067871,15.534351,-22.664122,11.282443,573796,1715084624494,1
663a1d52f5b946a2b5ee5d17,1032,0.029785,-0.004883,0.074219,15.687023,-22.496183,11.358779,573797,1715084624496,1
663a1d52f5b946a2b5ee5d18,1033,0.031982,-0.004395,0.072021,16.374046,-22.87023,11.351145,573798,1715084624499,1
663a1d52f5b946a2b5ee5d19,1034,0.027832,-0.00708,0.079834,16.923664,-22.770992,11.198473,573799,1715084624502,1
663a1d52f5b946a2b5ee5d1a,1035,0.026611,-0.001709,0.078369,17.603054,-22.633587,11.274809,573800,1715084624505,1
663a1d52f5b946a2b5ee5d1b,1036,0.028076,-0.008301,0.077148,18,-22.603054,11.274809,573801,1715084624507,1
663a1d52f5b946a2b5ee5d1c,1037,0.021484,0.000732,0.08252,18.503817,-22.687023,11.099236,573802,1715084624511,1
663a1d52f5b946a2b5ee5d1d,1038,0.025391,-0.000977,0.081543,18.931297,-22.580153,11.045801,573803,1715084624514,1
663a1d52f5b946a2b5ee5d1e,1039,0.029297,0.004395,0.069336,19.374046,-22.541985,11.175572,573804,1715084624517,1
663a1d52f5b946a2b5ee5d1f,1040,0.027832,0.000732,0.077148,19.938931,-22.526718,11.328244,573805,1715084624520,1
663a1d53f5b946a2b5ee5d20,1041,0.0271,0.000977,0.080322,20.404581,-22.442749,11.229008,573806,1715084624522,1
663a1d53f5b946a2b5ee5d21,1042,0.030762,0.000732,0.07666,21.061069,-22.564886,11.076336,573807,1715084624525,1
663a1d53f5b946a2b5ee5d22,1043,0.021484,0.005127,0.082275,21.564886,-22.351145,10.839695,573808,1715084624527,1
663a1d53f5b946a2b5ee5d23,1044,0.023926,0.00708,0.080078,22.12977,-22.335878,10.770992,573809,1715084624531,1
663a1d53f5b946a2b5ee5d24,1045,0.02002,0.007813,0.076904,22.748091,-22.175573,10.977099,573810,1715084624535,1
663a1d53f5b946a2b5ee5d25,1046,0.025635,0.005371,0.07373,23.51145,-22.076336,10.763359,573811,1715084624538,1
663a1d53f5b946a2b5ee5d26,1047,0.02124,0.006592,0.088135,24.122137,-21.916031,10.38168,573812,1715084624540,1
663a1d53f5b946a2b5ee5d27,1048,0.019775,0.003906,0.077637,25.19084,-21.519083,10.526717,573813,1715084624544,1
663a1d53f5b946a2b5ee5d28,1049,0.018555,0.005859,0.089844,26.236641,-20.847328,10.183207,573814,1715084624547,1
663a1d53f5b946a2b5ee5d29,1050,0.008789,0.009033,0.081055,27.358778,-20.473282,10.160305,573815,1715084624550,1
663a1d53f5b946a2b5ee5d2a,1051,0.013428,0.013428,0.098145,28.122137,-20.244274,10.358779,573816,1715084624553,1
663a1d53f5b946a2b5ee5d2b,1052,0.015137,0.008301,0.096924,28.923664,-19.931297,10.351145,573817,1715084624556,1
663a1d53f5b946a2b5ee5d2c,1053,0.010254,0.013672,0.087646,29.862595,-19.664122,10.40458,573818,1715084624558,1
663a1d53f5b946a2b5ee5d2d,1054,0.010498,0.020508,0.087646,30.847328,-19.29771,10.526717,573819,1715084624561,1
663a1d53f5b946a2b5ee5d2e,1055,0.020264,0.01709,0.101074,31.778625,-19.458015,10.610687,573820,1715084624564,1
663a1d53f5b946a2b5ee5d2f,1056,0.008545,0.031006,0.102051,32.969467,-19.358778,10.961832,573821,1715084624567,1
663a1d53f5b946a2b5ee5d30,1057,0.013672,0.016602,0.113525,33.862595,-19.038168,11.541985,573822,1715084624570,1
663a1d53f5b946a2b5ee5d31,1058,0.014893,0.02417,0.125244,34.847328,-18.977098,12.106871,573823,1715084624573,1
663a1d53f5b946a2b5ee5d32,1059,0.011475,0.029053,0.125977,35.923664,-18.900763,12.61832,573824,1715084624576,1
663a1d53f5b946a2b5ee5d33,1060,0.015869,0.031982,0.121826,37.068703,-18.87023,13.503817,573825,1715084624915,1
663a1d53f5b946a2b5ee5d34,1061,0.013184,0.033203,0.145996,38.961834,-18.893129,13.770992,573826,1715084624920,1
663a1d53f5b946a2b5ee5d35,1062,0.020752,0.039307,0.144775,40.312977,-19.045801,13.977099,573827,1715084624925,1
663a1d53f5b946a2b5ee5d36,1063,0.023682,0.041016,0.159424,41.175571,-19.557251,14.587787,573828,1715084624931,1
663a1d53f5b946a2b5ee5d37,1064,0.027832,0.045898,0.172119,42.633587,-19.931297,14.938931,573829,1715084624934,1
663a1d53f5b946a2b5ee5d38,1065,0.042969,0.054443,0.169678,43.740459,-20.435114,15.244275,573830,1715084624937,1
663a1d53f5b946a2b5ee5d39,1066,0.048096,0.051758,0.178467,44.862595,-20.801527,15.229008,573831,1715084624940,1
663a1d53f5b946a2b5ee5d3a,1067,0.043457,0.055176,0.199707,46.473282,-20.862595,15.625955,573832,1715084624943,1
663a1d53f5b946a2b5ee5d3b,1068,0.042969,0.06958,0.224121,47.816795,-19.839695,15.656488,573833,1715084624947,1
663a1d53f5b946a2b5ee5d3c,1069,0.19165,1.999939,1.999939,-1.732824,160.816788,-54.709923,573834,1715084624951,1
663a1d53f5b946a2b5ee5d3d,1070,-1.691406,1.999939,1.999939,10.412213,193.557251,-81.381676,573835,1715084624954,1
663a1d53f5b946a2b5ee5d3e,1071,0.843262,1.460693,-0.072021,143.137405,183.801529,-45.259541,573836,1715084624957,1
663a1d53f5b946a2b5ee5d3f,1072,0.574707,0.317139,0.046387,121.816795,172.7939,-48.664124,573837,1715084624960,1
663a1d54f5b946a2b5ee5d40,1073,0.186523,0.173096,0.131836,98.618324,164.740463,-40.480915,573838,1715084624963,1
663a1d54f5b946a2b5ee5d41,1074,-0.012939,-0.324951,-0.178467,87.251907,156.244278,-39.251907,573839,1715084624966,1
663a1d54f5b946a2b5ee5d42,1075,-0.062256,0.005127,-0.133789,78.519081,148.091599,-42.122139,573840,1715084624969,1
663a1d54f5b946a2b5ee5d43,1076,-0.079102,0.049072,-0.101318,78.083969,145.43512,-40.931297,573841,1715084624971,1
663a1d54f5b946a2b5ee5d44,1077,-0.021729,-0.018555,-0.006104,81.885498,146.145035,-38.526718,573842,1715084624974,1
663a1d54f5b946a2b5ee5d45,1078,-0.013672,0.007813,0.065186,84.03817,147.534348,-38.251907,573843,1715084624977,1
663a1d54f5b946a2b5ee5d46,1079,0.016846,0.016846,0.095703,84.67939,148.885498,-37.595421,573844,1715084624981,1
663a1d54f5b946a2b5ee5d47,1080,0.007324,0.02002,0.084961,83.335876,148.954193,-37.152672,573845,1715084624985,1
663a1d54f5b946a2b5ee5d48,1081,0.009277,0.013428,0.06958,82.259544,148.381683,-36.946564,573846,1715084624988,1
663a1d54f5b946a2b5ee5d49,1082,-0.004639,0.019287,0.047363,81.992363,147.64122,-36.763359,573847,1715084624990,1
663a1d54f5b946a2b5ee5d4a,1083,0.001709,0.016357,0.048584,81.351143,147.374039,-36.534351,573848,1715084624993,1
663a1d54f5b946a2b5ee5d4b,1084,0.001221,0.011719,0.058594,81.60305,147.221375,-36.35878,573849,1715084624996,1
663a1d54f5b946a2b5ee5d4c,1085,-0.000488,0.016357,0.055176,81.694656,147.183212,-35.946564,573850,1715084624999,1
663a1d54f5b946a2b5ee5d4d,1086,-0.001465,0.010498,0.063232,82.137405,147.396942,-35.694656,573851,1715084625001,1
663a1d54f5b946a2b5ee5d4e,1087,0.002197,0.008057,0.067139,81.977097,147.244278,-35.305344,573852,1715084625004,1
663a1d54f5b946a2b5ee5d4f,1088,-0.000488,0.016602,0.065918,81.870232,147.038162,-34.816795,573853,1715084625007,1
663a1d54f5b946a2b5ee5d50,1089,-0.001953,0.017334,0.064453,81.862595,147.2061,-34.564884,573854,1715084625010,1
663a1d54f5b946a2b5ee5d51,1090,-0.009766,0.010742,0.062744,81.755722,147.068695,-34.35878,573855,1715084625013,1
663a1d54f5b946a2b5ee5d52,1091,-0.001709,0.012939,0.062256,81.900764,147.106873,-33.809162,573856,1715084625017,1
663a1d54f5b946a2b5ee5d53,1092,-0.003662,0.017334,0.057373,81.725189,147.038162,-33.366413,573857,1715084625021,1
663a1d54f5b946a2b5ee5d54,1093,-0.005371,0.017334,0.060303,81.839691,147.412216,-32.954197,573858,1715084625023,1
663a1d54f5b946a2b5ee5d55,1094,-0.008789,0.012939,0.061279,81.809158,147.305344,-32.595421,573859,1715084625026,1
663a1d54f5b946a2b5ee5d56,1095,-0.005127,0.019043,0.054199,82.061066,147.442749,-32.38168,573860,1715084625029,1
663a1d54f5b946a2b5ee5d57,1096,-0.00708,0.016113,0.05957,82.03817,147.541992,-31.755726,573861,1715084625033,1
663a1d54f5b946a2b5ee5d58,1097,-0.009521,0.019531,0.05957,82.106873,147.496185,-31.694656,573862,1715084625035,1
663a1d54f5b946a2b5ee5d59,1098,-0.007568,0.02002,0.060547,82.198471,147.511444,-31.145039,573863,1715084625038,1
663a1d54f5b946a2b5ee5d5a,1099,-0.007568,0.016602,0.066406,82.03817,147.625961,-30.725191,573864,1715084625042,1
663a1d54f5b946a2b5ee5d5b,1100,-0.010254,0.019531,0.055908,82.083969,147.56488,-30.343512,573865,1715084625045,1
663a1d54f5b946a2b5ee5d5c,1101,-0.005859,0.013184,0.054688,81.992363,147.595413,-30.091602,573866,1715084625049,1
663a1d54f5b946a2b5ee5d5d,1102,-0.014893,0.020996,0.058838,82.083969,147.442749,-29.67939,573867,1715084625052,1
663a1d54f5b946a2b5ee5d5e,1103,-0.012939,0.023682,0.051758,82.007637,147.450378,-29.12977,573868,1715084625054,1
663a1d54f5b946a2b5ee5d5f,1104,-0.013428,0.025146,0.06543,81.908394,147.374039,-28.740458,573869,1715084625057,1
663a1d54f5b946a2b5ee5d60,1105,-0.018799,0.020508,0.057861,81.908394,147.549622,-28.32061,573870,1715084625060,1
663a1d54f5b946a2b5ee5d61,1106,-0.013916,0.019043,0.052246,81.839691,146.839691,-27.709923,573871,1715084625063,1
663a1d54f5b946a2b5ee5d62,1107,-0.023193,0.026123,0.048828,81.748093,146.587784,-27.183207,573872,1715084625066,1
663a1d55f5b946a2b5ee5d63,1108,-0.017578,0.026123,0.048096,81.496185,146.511444,-26.580153,573873,1715084625069,1
663a1d55f5b946a2b5ee5d64,1109,-0.021484,0.021973,0.057129,81.473282,146.312973,-26.061069,573874,1715084625072,1
663a1d55f5b946a2b5ee5d65,1110,-0.028564,0.021484,0.049072,81.152672,146.381683,-25.580153,573875,1715084625076,1
663a1d55f5b946a2b5ee5d66,1111,-0.021484,0.023926,0.043945,81.076332,146.167938,-25.106871,573876,1715084625078,1
663a1d55f5b946a2b5ee5d67,1112,-0.030762,0.022461,0.047607,80.893127,145.969467,-24.213741,573877,1715084625082,1
663a1d55f5b946a2b5ee5d68,1113,-0.02832,0.025879,0.050537,80.496185,145.618317,-23.763359,573878,1715084625085,1
663a1d55f5b946a2b5ee5d69,1114,-0.033691,0.028564,0.040283,80.28244,145.7939,-22.977098,573879,1715084625088,1
663a1d55f5b946a2b5ee5d6a,1115,-0.051025,0.029297,0.041504,80.053436,145.900757,-22.442749,573880,1715084625090,1
663a1d55f5b946a2b5ee5d6b,1116,-0.075439,1.667725,-1.231445,223.427475,250.129776,-122.412216,573881,1715084625095,1
663a1d55f5b946a2b5ee5d6c,1117,-1.984375,1.999939,1.999939,173.847336,250.129776,-192.465652,573882,1715084625098,1
663a1d55f5b946a2b5ee5d6d,1118,-1.984375,1.999939,-1.604248,128.610687,250.129776,-184.625961,573883,1715084625427,1
663a1d55f5b946a2b5ee5d6e,1119,-0.956299,-0.183105,0.945313,150.587784,250.129776,-177,573884,1715084625432,1
663a1d55f5b946a2b5ee5d6f,1120,-0.036133,0.161865,0.321289,147.694656,250.129776,-185.679382,573885,1715084625436,1
663a1d55f5b946a2b5ee5d70,1121,-0.105957,0.080811,0.252441,136.549622,250.129776,-184.854965,573886,1715084625439,1
663a1d55f5b946a2b5ee5d71,1122,-0.140381,0.027344,0.159668,133.770996,250.129776,-183.061066,573887,1715084625442,1
663a1d55f5b946a2b5ee5d72,1123,-0.089111,0.028564,0.110107,129.648849,250.129776,-183.725189,573888,1715084625445,1
663a1d55f5b946a2b5ee5d73,1124,-0.052979,0.029541,-0.013916,126.160309,250.129776,-182.900757,573889,1715084625449,1
663a1d55f5b946a2b5ee5d74,1125,-0.059326,0.025146,-0.000977,125.534348,250.129776,-182.854965,573890,1715084625451,1
663a1d55f5b946a2b5ee5d75,1126,-0.064941,0.04248,0.004883,125.267174,250.129776,-182.412216,573891,1715084625454,1
663a1d55f5b946a2b5ee5d76,1127,-0.056152,0.027832,0.018066,125.129768,250.129776,-181.480911,573892,1715084625457,1
663a1d55f5b946a2b5ee5d77,1128,-0.057617,0.029785,0.030029,125.015266,250.129776,-181.2061,573893,1715084625460,1
663a1d55f5b946a2b5ee5d78,1129,-0.057373,0.032959,0.031982,124.725189,250.129776,-180.7939,573894,1715084625463,1
663a1d55f5b946a2b5ee5d79,1130,-0.064697,0.039307,0.036133,124.351143,250.129776,-180.396942,573895,1715084625468,1
663a1d55f5b946a2b5ee5d7a,1131,-0.067871,0.027344,0.032715,123.618324,250.129776,-179.862595,573896,1715084625470,1
663a1d55f5b946a2b5ee5d7b,1132,-0.061768,0.029541,0.033691,122.687019,250.129776,-179.679382,573897,1715084625473,1
663a1d55f5b946a2b5ee5d7c,1133,-0.059082,0.028076,0.036133,121.877861,250.129776,-179.29007,573898,1715084625476,1
663a1d55f5b946a2b5ee5d7d,1134,-0.055908,0.029541,0.027344,120.984734,250.129776,-178.893127,573899,1715084625478,1
663a1d55f5b946a2b5ee5d7e,1135,-0.057129,0.023438,0.031738,120.198471,250.129776,-178.335876,573900,1715084625481,1
663a1d55f5b946a2b5ee5d7f,1136,-0.058594,0.021973,0.028076,119.061066,250.129776,-177.725189,573901,1715084625483,1
663a1d55f5b946a2b5ee5d80,1137,-0.065674,0.021729,0.0271,118.229004,250.129776,-177.274811,573902,1715084625486,1
663a1d55f5b946a2b5ee5d81,1138,-0.056885,0.018555,0.02417,117.160309,250.129776,-176.702286,573903,1715084625489,1
663a1d55f5b946a2b5ee5d82,1139,-0.049561,0.012451,0.016357,115.839691,250.129776,-173.946564,573904,1715084625493,1
663a1d55f5b946a2b5ee5d83,1140,-1.428223,-1.729736,-1.984375,-10.458015,98.534348,-51.862595,573905,1715084625496,1
663a1d55f5b946a2b5ee5d84,1141,-1.984375,-1.984375,-1.984375,58.32061,234.671753,-125.725189,573906,1715084625499,1
663a1d55f5b946a2b5ee5d85,1142,-1.084717,-1.049561,-1.984375,2.694656,191.167938,-67.015266,573907,1715084625501,1
663a1d56f5b946a2b5ee5d86,1143,-0.363281,-0.068115,0.09668,16.603054,133.244278,-48.587788,573908,1715084625504,1
663a1d56f5b946a2b5ee5d87,1144,0.009033,0.038818,0.044189,16.435114,135.213745,-47.877861,573909,1715084625506,1
663a1d56f5b946a2b5ee5d88,1145,0.017578,-0.007568,0.037354,17.312977,136.427475,-47.801525,573910,1715084625509,1
663a1d56f5b946a2b5ee5d89,1146,0.011475,-0.008301,0.013916,17.450382,136.824432,-47.763359,573911,1715084625511,1
663a1d56f5b946a2b5ee5d8a,1147,0.006836,-0.02124,0.022461,16.145039,136.70993,-47.206108,573912,1715084625514,1
663a1d56f5b946a2b5ee5d8b,1148,0.00708,-0.023682,0.030518,15.549619,136.900757,-47.190838,573913,1715084625516,1
663a1d56f5b946a2b5ee5d8c,1149,0.000244,-0.018311,0.032959,14.763359,136.862595,-46.877861,573914,1715084625519,1
663a1d56f5b946a2b5ee5d8d,1150,0.016357,-0.026123,0.023438,14.007633,136.809158,-46.488548,573915,1715084625522,1
663a1d56f5b946a2b5ee5d8e,1151,0.015137,-0.021729,0.021484,13.40458,136.534348,-46.427483,573916,1715084625525,1
663a1d56f5b946a2b5ee5d8f,1152,0.014893,-0.022705,0.011963,12.763359,136.725189,-46.290077,573917,1715084625528,1
663a1d56f5b946a2b5ee5d90,1153,0.014404,-0.023438,0.012451,12.320611,136.480911,-46.282444,573918,1715084625532,1
663a1d56f5b946a2b5ee5d91,1154,0.016602,-0.026123,0.006348,11.534351,136.305344,-46,573919,1715084625536,1
663a1d56f5b946a2b5ee5d92,1155,0.019531,-0.024414,0.007813,10.862596,136.442749,-46.114502,573920,1715084625539,1
663a1d56f5b946a2b5ee5d93,1156,0.017578,-0.027344,0.003174,10.358779,136.43512,-45.786259,573921,1715084625542,1
663a1d56f5b946a2b5ee5d94,1157,-0.020996,-0.482422,-1.984375,-16.48855,94.549622,-21.450382,573922,1715084625544,1
663a1d56f5b946a2b5ee5d95,1158,-0.296143,-1.984375,-1.984375,-7.137404,138.618317,-50.29771,573923,1715084625547,1
